customerid,category,country,industry,month,billedamount
287,Individual,Portugal,Research and Development,2010-3,19335
54,Individual,China,Services,2010-3,4369
539,Company,Bosnia and Herzegovina,Business Development,2010-3,580
389,Company,Ukraine,Product Management,2010-3,10183
262,Individual,United States,Human Resources,2010-3,14430
554,Company,Japan,Accounting,2010-3,15460
110,Individual,Indonesia,Training,2010-3,9350
284,Individual,Mongolia,Accounting,2010-3,5652
723,Company,Pakistan,Legal,2010-3,688
846,Company,France,Research and Development,2010-3,16800
244,Individual,China,Services,2010-3,16628
540,Company,Indonesia,Marketing,2010-3,17506
314,Individual,Argentina,Legal,2010-3,16932
167,Individual,Poland,Business Development,2010-3,946
642,Company,China,Business Development,2010-3,6976
305,Company,Mongolia,Training,2010-3,9208
987,Company,Indonesia,Marketing,2010-3,15600
353,Company,Greece,Product Management,2010-3,9139
242,Individual,China,Marketing,2010-3,2045
774,Individual,Albania,Accounting,2010-3,12484
43,Individual,Portugal,Marketing,2010-3,639
724,Individual,Luxembourg,Accounting,2010-3,8849
646,Individual,Portugal,Sales,2010-3,9601
57,Company,Indonesia,Engineering,2010-3,5707
616,Individual,Russia,Accounting,2010-3,1427
668,Company,France,Services,2010-3,349
451,Individual,Philippines,Product Management,2010-3,9936
142,Individual,China,Services,2010-3,10483
709,Company,Lebanon,Business Development,2010-3,18888
603,Individual,Iran,Engineering,2010-3,13105
493,Individual,Spain,Business Development,2010-3,7970
12,Individual,China,Legal,2010-3,9660
743,Individual,China,Business Development,2010-3,16070
252,Company,China,Human Resources,2010-3,5603
426,Company,Russia,Marketing,2010-3,1115
848,Company,Russia,Sales,2010-3,14894
233,Company,Hungary,Sales,2010-3,3934
268,Company,Portugal,Accounting,2010-3,11496
725,Individual,Argentina,Services,2010-3,17162
49,Company,China,Sales,2010-3,1355
555,Company,Portugal,Research and Development,2010-3,19844
515,Individual,Brazil,Legal,2010-3,13747
686,Individual,Indonesia,Human Resources,2010-3,12415
278,Individual,Namibia,Marketing,2010-3,2225
604,Individual,Sweden,Human Resources,2010-3,10179
627,Company,Philippines,Services,2010-3,8405
337,Company,China,Legal,2010-3,14525
425,Company,Philippines,Human Resources,2010-3,2460
494,Company,Thailand,Engineering,2010-3,395
238,Individual,Indonesia,Accounting,2010-3,18647
850,Company,Brazil,Training,2010-3,3616
453,Company,Madagascar,Human Resources,2010-3,3941
482,Individual,Philippines,Engineering,2010-3,18572
706,Company,Portugal,Marketing,2010-3,7691
4,Company,United States,Training,2010-3,7503
849,Company,Portugal,Legal,2010-3,17492
707,Individual,Indonesia,Accounting,2010-3,4281
786,Individual,Philippines,Training,2010-3,18259
172,Company,Croatia,Research and Development,2010-3,2481
919,Company,Indonesia,Business Development,2010-3,8442
661,Company,China,Services,2010-3,19056
345,Company,United Kingdom,Business Development,2010-3,19239
199,Company,China,Engineering,2010-3,1103
773,Individual,Thailand,Training,2010-3,18720
304,Individual,China,Accounting,2010-3,10226
820,Company,United States,Accounting,2010-3,18629
382,Company,El Salvador,Human Resources,2010-3,12920
51,Company,Paraguay,Support,2010-3,10093
483,Company,Philippines,Engineering,2010-3,5680
315,Company,Colombia,Legal,2010-3,4980
655,Individual,China,Engineering,2010-3,11352
890,Company,South Africa,Training,2010-3,17076
248,Company,Philippines,Marketing,2010-3,2756
153,Company,Poland,Research and Development,2010-3,3669
141,Individual,Spain,Marketing,2010-3,10807
576,Individual,China,Engineering,2010-3,17875
750,Individual,China,Sales,2010-3,16426
121,Company,Vietnam,Marketing,2010-3,15983
907,Company,Sweden,Support,2010-3,3261
81,Company,Saudi Arabia,Marketing,2010-3,7207
822,Individual,Tanzania,Sales,2010-3,2167
749,Individual,Portugal,Services,2010-3,6921
152,Individual,Malta,Training,2010-3,13109
517,Company,Bosnia and Herzegovina,Human Resources,2010-3,13372
961,Individual,China,Services,2010-3,6778
341,Company,Bulgaria,Marketing,2010-3,15091
354,Company,Ukraine,Research and Development,2010-3,11599
551,Individual,Russia,Business Development,2010-3,18165
117,Individual,Ukraine,Training,2010-3,14359
331,Company,Thailand,Support,2010-3,1664
842,Individual,Djibouti,Sales,2010-3,12194
722,Individual,Sweden,Sales,2010-3,18737
448,Individual,Poland,Business Development,2010-3,2348
431,Individual,Czech Republic,Research and Development,2010-3,7055
775,Company,Philippines,Training,2010-3,15636
362,Company,Russia,Human Resources,2010-3,19696
928,Company,Indonesia,Human Resources,2010-3,5388
21,Company,Pakistan,Support,2010-3,13900
824,Individual,China,Legal,2010-3,12830
843,Company,China,Services,2010-3,3531
20,Individual,Armenia,Services,2010-3,15081
784,Individual,Russia,Marketing,2010-3,13615
151,Individual,Sierra Leone,Marketing,2010-3,17513
895,Individual,Brazil,Human Resources,2010-3,1215
432,Company,China,Support,2010-3,5787
632,Company,Brunei,Training,2010-3,15673
623,Individual,Italy,Training,2010-3,8322
825,Company,Brazil,Support,2010-3,12561
38,Individual,Philippines,Sales,2010-3,921
783,Company,Ukraine,Accounting,2010-3,4685
338,Individual,Niger,Sales,2010-3,12655
677,Individual,Dominican Republic,Human Resources,2010-3,13273
550,Company,Philippines,Engineering,2010-3,19510
387,Company,Bolivia,Accounting,2010-3,14669
599,Individual,Cyprus,Engineering,2010-3,266
171,Individual,Albania,Engineering,2010-3,12888
184,Company,China,Marketing,2010-3,4086
776,Individual,China,Business Development,2010-3,17180
990,Company,American Samoa,Business Development,2010-3,1501
936,Individual,Argentina,Marketing,2010-3,16212
612,Individual,Argentina,Product Management,2010-3,5878
267,Company,Russia,Sales,2010-3,6227
484,Company,China,Engineering,2010-3,3646
841,Company,Peru,Accounting,2010-3,19853
306,Company,Sweden,Services,2010-3,8069
712,Company,Indonesia,Sales,2010-3,1413
144,Individual,Uzbekistan,Human Resources,2010-3,18484
449,Company,Lithuania,Engineering,2010-3,11829
430,Company,Portugal,Services,2010-3,11418
711,Individual,Serbia,Support,2010-3,2806
333,Individual,France,Training,2010-3,15586
891,Individual,Russia,Product Management,2010-3,12080
552,Individual,China,Human Resources,2010-3,2598
450,Company,Russia,Research and Development,2010-3,8281
909,Company,Grenada,Legal,2010-3,13850
193,Individual,China,Product Management,2010-3,15251
656,Individual,Cuba,Training,2010-3,1296
388,Individual,Serbia,Research and Development,2010-3,10643
983,Individual,China,Marketing,2010-3,394
116,Company,Russia,Product Management,2010-3,16999
896,Company,Philippines,Accounting,2010-3,10052
95,Individual,Sri Lanka,Services,2010-3,2270
591,Individual,China,Support,2010-3,19536
710,Individual,Czech Republic,Human Resources,2010-3,3396
845,Individual,Brazil,Business Development,2010-3,14328
598,Company,United Kingdom,Training,2010-3,3776
124,Company,Indonesia,Product Management,2010-3,1732
428,Individual,Sweden,Research and Development,2010-3,789
516,Company,Argentina,Legal,2010-3,18046
553,Company,Belarus,Accounting,2010-3,18124
113,Individual,Portugal,Product Management,2010-3,14141
312,Company,Brazil,Engineering,2010-3,1013
844,Individual,Ukraine,Support,2010-3,10674
291,Individual,Ecuador,Legal,2010-3,1381
313,Company,Russia,Legal,2010-3,16316
660,Individual,China,Marketing,2010-3,14263
541,Company,Russia,Engineering,2010-3,9508
253,Individual,Colombia,Marketing,2010-3,177
682,Company,China,Sales,2010-3,3365
993,Company,Russia,Accounting,2010-3,13027
263,Company,United States,Engineering,2010-3,11185
361,Company,Sri Lanka,Research and Development,2010-3,13484
198,Company,China,Services,2010-3,14255
65,Company,Indonesia,Training,2010-3,15992
522,Company,Indonesia,Engineering,2010-3,10769
992,Company,Egypt,Services,2010-3,8979
823,Company,Bosnia and Herzegovina,Engineering,2010-3,7437
492,Individual,Colombia,Research and Development,2010-3,9005
182,Individual,Thailand,Business Development,2010-3,19831
685,Individual,Ukraine,Support,2010-3,1791
589,Company,Philippines,Research and Development,2010-3,2120
225,Individual,China,Services,2010-3,1926
15,Individual,Thailand,Engineering,2010-3,3829
429,Company,Central African Republic,Training,2010-3,264
143,Company,Peru,Engineering,2010-3,6473
912,Company,China,Training,2010-3,18171
138,Individual,Poland,Business Development,2010-3,10445
404,Individual,Saudi Arabia,Engineering,2010-3,10735
871,Company,China,Training,2010-3,2315
127,Company,Sweden,Product Management,2010-3,10488
794,Company,China,Legal,2010-3,6343
567,Company,Vietnam,Human Resources,2010-3,2402
647,Company,Indonesia,Business Development,2010-3,18332
594,Individual,Germany,Engineering,2010-3,15929
620,Individual,China,Business Development,2010-3,9068
756,Company,China,Product Management,2010-3,780
467,Individual,China,Human Resources,2010-3,14488
405,Individual,Russia,Services,2010-3,6661
649,Company,Thailand,Services,2010-3,7560
531,Company,Portugal,Legal,2010-3,8106
328,Individual,Indonesia,Business Development,2010-3,7593
504,Company,United States,Research and Development,2010-3,124
870,Individual,Tunisia,Marketing,2010-3,1334
476,Company,China,Research and Development,2010-3,5816
803,Individual,Brazil,Business Development,2010-3,13485
901,Individual,Portugal,Sales,2010-3,17761
179,Individual,Philippines,Research and Development,2010-3,13221
913,Company,Portugal,Marketing,2010-3,13475
804,Company,China,Human Resources,2010-3,9750
68,Company,United States,Training,2010-3,12318
732,Company,Sri Lanka,Legal,2010-3,10454
636,Company,Tanzania,Legal,2010-3,15590
176,Individual,France,Support,2010-3,837
739,Individual,Thailand,Marketing,2010-3,11923
132,Company,Sweden,Accounting,2010-3,18267
298,Company,China,Training,2010-3,7221
87,Individual,Poland,Human Resources,2010-3,6772
526,Company,China,Legal,2010-3,15454
88,Company,Indonesia,Engineering,2010-3,14762
695,Company,Greece,Engineering,2010-3,3990
954,Individual,Armenia,Accounting,2010-3,13454
37,Company,Indonesia,Business Development,2010-3,6398
915,Company,Russia,Training,2010-3,336
873,Company,Canada,Human Resources,2010-3,14058
103,Individual,Pakistan,Engineering,2010-3,704
205,Company,Canada,Business Development,2010-3,1383
240,Individual,Philippines,Research and Development,2010-3,13308
795,Company,Dominican Republic,Accounting,2010-3,17507
664,Company,Poland,Sales,2010-3,6389
349,Company,Uzbekistan,Engineering,2010-3,19917
131,Company,China,Product Management,2010-3,3603
738,Individual,Sweden,Product Management,2010-3,2614
964,Individual,Brazil,Training,2010-3,14460
468,Company,Sweden,Marketing,2010-3,387
272,Individual,Czech Republic,Marketing,2010-3,19706
568,Company,Indonesia,Support,2010-3,2591
358,Company,Japan,Research and Development,2010-3,3270
629,Company,France,Training,2010-3,19711
988,Individual,Albania,Services,2010-3,10201
160,Company,Canada,Sales,2010-3,7725
802,Company,Brazil,Business Development,2010-3,11586
216,Company,Portugal,Sales,2010-3,16425
694,Company,Canada,Support,2010-3,3309
975,Individual,Argentina,Legal,2010-3,5210
762,Company,France,Accounting,2010-3,16673
872,Individual,Uganda,Engineering,2010-3,15201
733,Company,Costa Rica,Legal,2010-3,1082
618,Individual,Nicaragua,Human Resources,2010-3,629
97,Company,China,Engineering,2010-3,12858
505,Individual,France,Business Development,2010-3,17499
967,Individual,Indonesia,Research and Development,2010-3,16505
395,Individual,Portugal,Human Resources,2010-3,13332
324,Individual,Uganda,Services,2010-3,12876
530,Individual,China,Engineering,2010-3,5705
920,Individual,Ethiopia,Business Development,2010-3,2669
801,Company,China,Support,2010-3,4592
566,Individual,Peru,Legal,2010-3,9351
5,Company,Guatemala,Sales,2010-3,17582
960,Individual,Indonesia,Human Resources,2010-3,1717
72,Individual,Palestinian Territory,Product Management,2010-3,9469
111,Individual,Indonesia,Marketing,2010-3,9674
133,Company,Brazil,Sales,2010-3,1044
77,Company,Peru,Accounting,2010-3,3084
994,Individual,Philippines,Human Resources,2010-3,2537
764,Individual,Kazakhstan,Sales,2010-3,19387
696,Individual,Russia,Human Resources,2010-3,4775
299,Company,Germany,Business Development,2010-3,4058
408,Individual,Canada,Services,2010-3,11572
96,Company,Philippines,Accounting,2010-3,16050
650,Individual,Luxembourg,Engineering,2010-3,4771
674,Company,Ukraine,Support,2010-3,17018
339,Individual,Russia,Human Resources,2010-3,8854
806,Company,China,Legal,2010-3,7001
394,Company,Ukraine,Human Resources,2010-3,4524
867,Company,Thailand,Accounting,2010-3,19096
48,Individual,Indonesia,Business Development,2010-3,1627
322,Company,Uganda,Engineering,2010-3,7614
52,Individual,Moldova,Legal,2010-3,12997
502,Individual,Ukraine,Legal,2010-3,17493
107,Company,Portugal,Services,2010-3,12253
564,Individual,Russia,Marketing,2010-3,7327
565,Individual,Portugal,Services,2010-3,4796
239,Individual,China,Business Development,2010-3,3735
45,Individual,Colombia,Accounting,2010-3,14752
635,Individual,Czech Republic,Sales,2010-3,15980
41,Company,Brazil,Marketing,2010-3,16563
271,Company,Indonesia,Training,2010-3,7065
106,Company,Bulgaria,Product Management,2010-3,17047
731,Individual,Indonesia,Support,2010-3,18088
231,Individual,Indonesia,Services,2010-3,16828
257,Company,Guatemala,Business Development,2010-3,17853
608,Company,Dominican Republic,Support,2010-3,18091
503,Individual,Yemen,Support,2010-3,3467
525,Individual,China,Training,2010-3,19200
869,Individual,Brazil,Legal,2010-3,1464
633,Individual,Russia,Sales,2010-3,7635
9,Company,Russia,Support,2010-3,12005
582,Individual,Poland,Marketing,2010-3,234
283,Company,China,Accounting,2010-3,19639
680,Company,France,Services,2010-3,19911
883,Company,China,Training,2010-3,17932
793,Individual,Bangladesh,Human Resources,2010-3,17267
932,Company,Mongolia,Training,2010-3,18331
118,Company,Peru,Accounting,2010-3,3722
466,Individual,Indonesia,Marketing,2010-3,3496
323,Company,China,Support,2010-3,11244
573,Individual,Brazil,Support,2010-3,17907
406,Individual,Yemen,Research and Development,2010-3,4864
159,Individual,Nigeria,Legal,2010-3,17280
189,Individual,Indonesia,Services,2010-3,16419
34,Company,Croatia,Research and Development,2010-3,17574
217,Individual,Brazil,Research and Development,2010-3,7942
938,Individual,Sweden,Engineering,2010-3,6693
407,Individual,Malaysia,Engineering,2010-3,8686
335,Company,Russia,Sales,2010-3,17712
805,Company,China,Services,2010-3,1350
465,Individual,Greece,Product Management,2010-3,6848
868,Company,Philippines,Engineering,2010-3,4894
164,Individual,Thailand,Training,2010-3,18357
92,Company,Thailand,Services,2010-3,17092
186,Company,Philippines,Accounting,2010-3,4076
510,Individual,Portugal,Support,2010-3,2022
294,Individual,China,Legal,2010-3,10310
763,Individual,Slovenia,Business Development,2010-3,18894
204,Company,Brazil,Support,2010-3,17899
527,Individual,Canada,Research and Development,2010-3,15705
761,Individual,China,Research and Development,2010-3,19584
475,Company,Portugal,Accounting,2010-3,17488
296,Individual,Argentina,Services,2010-3,12577
398,Company,Luxembourg,Product Management,2010-3,16632
665,Company,France,Support,2010-3,13508
23,Company,Croatia,Research and Development,2010-3,4432
69,Individual,Nigeria,Business Development,2010-3,11649
347,Company,Latvia,Support,2010-3,4877
610,Company,China,Legal,2010-3,11189
26,Individual,China,Product Management,2010-3,18318
690,Company,Philippines,Product Management,2010-3,2305
759,Individual,China,Support,2010-3,10114
376,Individual,China,Accounting,2010-3,14635
348,Company,Sweden,Services,2010-3,3246
129,Individual,Vietnam,Engineering,2010-3,7073
796,Company,Venezuela,Training,2010-3,621
35,Individual,Republic of the Congo,Business Development,2010-3,13769
251,Individual,Kazakhstan,Sales,2010-3,1994
904,Individual,China,Sales,2010-3,17173
507,Individual,Russia,Engineering,2010-3,3700
570,Company,Czech Republic,Business Development,2010-3,13481
